LeftShoulder,RightShoulder,LeftHip,RightHip,Wrist,Elbow 
"[0.5678415894508362, 0.2714891731739044]","[0.4782811999320984, 0.284591943025589]","[0.529792845249176, 0.7320676445960999]","[0.47650888562202454, 0.7276812791824341]","[0.48176828026771545, 0.41815662384033203]","[0.5749834179878235, 0.5375675559043884]"
"[0.5678254961967468, 0.2716560959815979]","[0.479206383228302, 0.285151869058609]","[0.5298591256141663, 0.7331147789955139]","[0.4762168526649475, 0.729473352432251]","[0.48125016689300537, 0.42989104986190796]","[0.5759630799293518, 0.5384985208511353]"
"[0.567828893661499, 0.27172768115997314]","[0.48050811886787415, 0.2855343520641327]","[0.5298221707344055, 0.733237087726593]","[0.4762047827243805, 0.7295786738395691]","[0.48018890619277954, 0.44088685512542725]","[0.5768795609474182, 0.5391151905059814]"
"[0.5678110122680664, 0.27174806594848633]","[0.4816490113735199, 0.2855706214904785]","[0.5297974348068237, 0.733256995677948]","[0.4761347770690918, 0.7295641899108887]","[0.4789790213108063, 0.4564758539199829]","[0.5770777463912964, 0.5392476916313171]"
"[0.5678369402885437, 0.2717108726501465]","[0.4823433756828308, 0.2864224314689636]","[0.529917299747467, 0.7332749962806702]","[0.476252019405365, 0.7295976877212524]","[0.47809037566185, 0.4689023494720459]","[0.5781105160713196, 0.539294958114624]"
"[0.5679680705070496, 0.27145588397979736]","[0.48232486844062805, 0.2880226969718933]","[0.5303804874420166, 0.7329981923103333]","[0.4761342704296112, 0.729590117931366]","[0.4773612916469574, 0.48503944277763367]","[0.5782877206802368, 0.5384505391120911]"
"[0.5680965185165405, 0.27129438519477844]","[0.48229604959487915, 0.2890245318412781]","[0.5307220220565796, 0.7327779531478882]","[0.4760182797908783, 0.729583203792572]","[0.4770399034023285, 0.48821619153022766]","[0.5784160494804382, 0.5378267168998718]"
"[0.5680925250053406, 0.27107957005500793]","[0.4819326400756836, 0.2903778851032257]","[0.5312445759773254, 0.7328519225120544]","[0.47562551498413086, 0.7318589091300964]","[0.47792166471481323, 0.5162509083747864]","[0.5784245133399963, 0.5343068838119507]"
"[0.5680845379829407, 0.2706546187400818]","[0.4813558757305145, 0.29130035638809204]","[0.5314218997955322, 0.7344245910644531]","[0.47539445757865906, 0.7351733446121216]","[0.47794732451438904, 0.5272829532623291]","[0.5782939195632935, 0.5334367156028748]"
"[0.567992627620697, 0.269884318113327]","[0.4805038571357727, 0.29123109579086304]","[0.531686007976532, 0.7348449230194092]","[0.4751315116882324, 0.735971212387085]","[0.4782123863697052, 0.5374795794487]","[0.5782934427261353, 0.5312036871910095]"
"[0.5677907466888428, 0.2691231071949005]","[0.4798343777656555, 0.29119014739990234]","[0.5316516160964966, 0.7348104119300842]","[0.47496870160102844, 0.7358922362327576]","[0.478282630443573, 0.5503517389297485]","[0.5777660608291626, 0.5291071534156799]"
"[0.567703366279602, 0.2687455117702484]","[0.47903984785079956, 0.2911844551563263]","[0.5314874053001404, 0.7343281507492065]","[0.4749918580055237, 0.7349591255187988]","[0.47799447178840637, 0.5634983777999878]","[0.5770153403282166, 0.5273377299308777]"
"[0.5674008727073669, 0.26806461811065674]","[0.4774675667285919, 0.29115378856658936]","[0.5314997434616089, 0.7334078550338745]","[0.4752768278121948, 0.7335454225540161]","[0.47770845890045166, 0.5756151080131531]","[0.57664555311203, 0.525347113609314]"
"[0.5670974850654602, 0.2672177851200104]","[0.47677305340766907, 0.2900755703449249]","[0.5314692258834839, 0.7314033508300781]","[0.4755631983280182, 0.7312827706336975]","[0.4778277277946472, 0.5900973677635193]","[0.5762012004852295, 0.5222072601318359]"
"[0.5666084289550781, 0.26667654514312744]","[0.4765623211860657, 0.28891775012016296]","[0.5312494039535522, 0.7313602566719055]","[0.47556278109550476, 0.7310642600059509]","[0.47827789187431335, 0.6030411124229431]","[0.5760932564735413, 0.5200688242912292]"
"[0.5663037896156311, 0.2666054666042328]","[0.4761967062950134, 0.28744664788246155]","[0.5306607484817505, 0.7313838601112366]","[0.47549861669540405, 0.7307358384132385]","[0.4787096679210663, 0.6238993406295776]","[0.5755099058151245, 0.519599974155426]"
"[0.5660915374755859, 0.2665552496910095]","[0.4759124517440796, 0.2864314615726471]","[0.5302472710609436, 0.7314093112945557]","[0.4754238426685333, 0.7305113673210144]","[0.4790506958961487, 0.6269406080245972]","[0.5751513242721558, 0.5192204117774963]"
"[0.5660490393638611, 0.26622846722602844]","[0.4753534495830536, 0.28628969192504883]","[0.5302357077598572, 0.7317250370979309]","[0.47467586398124695, 0.7303105592727661]","[0.4846164286136627, 0.6428378224372864]","[0.573905885219574, 0.5183006525039673]"
"[0.5658043026924133, 0.26584288477897644]","[0.4747750461101532, 0.2861986458301544]","[0.5302327275276184, 0.7318786382675171]","[0.4728297293186188, 0.7298069000244141]","[0.4921371638774872, 0.6596132516860962]","[0.5733546018600464, 0.5171166658401489]"
"[0.5657603144645691, 0.2658592164516449]","[0.4733740985393524, 0.286035418510437]","[0.5304946303367615, 0.7318937182426453]","[0.4705360531806946, 0.7297755479812622]","[0.5026594996452332, 0.6890571713447571]","[0.5696514248847961, 0.5159194469451904]"
"[0.5657800436019897, 0.26597949862480164]","[0.47255939245224, 0.2857336699962616]","[0.5324578881263733, 0.7319044470787048]","[0.47059166431427, 0.7297266721725464]","[0.5093309283256531, 0.7075892090797424]","[0.5659548044204712, 0.5156830549240112]"
"[0.5657808184623718, 0.26625704765319824]","[0.4725998044013977, 0.28541359305381775]","[0.5341308116912842, 0.7332209348678589]","[0.47101351618766785, 0.7303328514099121]","[0.511566698551178, 0.7276144623756409]","[0.563248336315155, 0.5168737769126892]"
"[0.5657795667648315, 0.2664530575275421]","[0.4726346433162689, 0.2853040397167206]","[0.5347204804420471, 0.7347421646118164]","[0.4715079665184021, 0.7304608225822449]","[0.5164670348167419, 0.7354665398597717]","[0.5626569390296936, 0.5171770453453064]"
"[0.5657693147659302, 0.26654356718063354]","[0.4724724590778351, 0.28529974818229675]","[0.5348396301269531, 0.7369017004966736]","[0.47154930233955383, 0.7305905818939209]","[0.5221389532089233, 0.7442806959152222]","[0.5622875690460205, 0.517599880695343]"
"[0.565569281578064, 0.26665714383125305]","[0.4727584719657898, 0.28529688715934753]","[0.5337408185005188, 0.7374165654182434]","[0.47157177329063416, 0.7306967377662659]","[0.5290368795394897, 0.7489598989486694]","[0.5622013807296753, 0.5177992582321167]"
"[0.5654420852661133, 0.2667170464992523]","[0.4729531407356262, 0.2852969467639923]","[0.5330113172531128, 0.7376918792724609]","[0.4715941846370697, 0.7307282090187073]","[0.5307647585868835, 0.7498691082000732]","[0.5621370673179626, 0.5179458856582642]"
"[0.5653842091560364, 0.2669703960418701]","[0.473236620426178, 0.2862047553062439]","[0.5299541354179382, 0.7390304207801819]","[0.47138968110084534, 0.7318776249885559]","[0.5364160537719727, 0.7614210844039917]","[0.5622977018356323, 0.5212093591690063]"
"[0.565400242805481, 0.2673133611679077]","[0.4731186628341675, 0.2868243455886841]","[0.5298324823379517, 0.739081084728241]","[0.4712337553501129, 0.7319158911705017]","[0.5423170328140259, 0.7643252611160278]","[0.5623804926872253, 0.5224140882492065]"
"[0.5653859972953796, 0.2673172056674957]","[0.47316768765449524, 0.28711411356925964]","[0.5291517972946167, 0.7388972640037537]","[0.47105202078819275, 0.7318598031997681]","[0.5466837286949158, 0.7619205713272095]","[0.5620831251144409, 0.5224128365516663]"
"[0.5651671290397644, 0.2670894265174866]","[0.47327110171318054, 0.28737834095954895]","[0.5290378332138062, 0.7382414937019348]","[0.47116005420684814, 0.7315336465835571]","[0.5502384901046753, 0.7654178738594055]","[0.5619523525238037, 0.5223933458328247]"
"[0.5650463700294495, 0.2670789659023285]","[0.4733797013759613, 0.2877359986305237]","[0.5278382897377014, 0.7382098436355591]","[0.47108280658721924, 0.731529712677002]","[0.5524445176124573, 0.7678939700126648]","[0.5618802309036255, 0.5237525701522827]"
"[0.5650398135185242, 0.26707693934440613]","[0.4733096957206726, 0.28827106952667236]","[0.5277817845344543, 0.7379084229469299]","[0.47086474299430847, 0.731536865234375]","[0.554221510887146, 0.7693620920181274]","[0.5619246959686279, 0.524276852607727]"
"[0.5650064945220947, 0.2670784890651703]","[0.47329404950141907, 0.28889501094818115]","[0.527490496635437, 0.7378818988800049]","[0.47062864899635315, 0.7316763401031494]","[0.5541911721229553, 0.7718670964241028]","[0.561954140663147, 0.5254021286964417]"
"[0.5649945735931396, 0.2671286463737488]","[0.4733036160469055, 0.2891032099723816]","[0.5275161266326904, 0.7379315495491028]","[0.4707137644290924, 0.7320694327354431]","[0.5522348284721375, 0.7720685601234436]","[0.5617427229881287, 0.5256511569023132]"
"[0.5649749040603638, 0.26721426844596863]","[0.4733092486858368, 0.2891930043697357]","[0.5275377035140991, 0.7379292249679565]","[0.47078534960746765, 0.7322385311126709]","[0.5513908863067627, 0.7720855474472046]","[0.561604380607605, 0.5258936285972595]"
"[0.5650092363357544, 0.26726481318473816]","[0.473308265209198, 0.2891034781932831]","[0.5277487635612488, 0.7381662726402283]","[0.4707980155944824, 0.7322394251823425]","[0.5503782033920288, 0.7705936431884766]","[0.5616000890731812, 0.5258970260620117]"
"[0.5650787949562073, 0.26761624217033386]","[0.4732881486415863, 0.2889429032802582]","[0.527763843536377, 0.7389199137687683]","[0.4705333411693573, 0.7324987053871155]","[0.5476332902908325, 0.7692827582359314]","[0.5616847276687622, 0.5258702039718628]"
"[0.565078854560852, 0.26799988746643066]","[0.47325924038887024, 0.2883308529853821]","[0.5280435085296631, 0.7398218512535095]","[0.4700837731361389, 0.7326821684837341]","[0.5403190851211548, 0.7678948640823364]","[0.562004029750824, 0.5260653495788574]"
"[0.5651931762695312, 0.2681959271430969]","[0.4730363190174103, 0.28736627101898193]","[0.5294604897499084, 0.7410069704055786]","[0.47003284096717834, 0.7326972484588623]","[0.5316553711891174, 0.7608574628829956]","[0.5620118379592896, 0.5260022878646851]"
"[0.5651988387107849, 0.268226683139801]","[0.47306880354881287, 0.28689339756965637]","[0.5324095487594604, 0.7416083216667175]","[0.47064855694770813, 0.7328525185585022]","[0.5248613953590393, 0.745350182056427]","[0.5621209740638733, 0.5229851007461548]"
"[0.5651975870132446, 0.2684724032878876]","[0.47300633788108826, 0.2866112291812897]","[0.5331697463989258, 0.741521954536438]","[0.47072961926460266, 0.7329716086387634]","[0.5175785422325134, 0.7360017895698547]","[0.5621696710586548, 0.5224131941795349]"
"[0.5651971101760864, 0.26844078302383423]","[0.4722820818424225, 0.2857123613357544]","[0.5335299968719482, 0.7405698895454407]","[0.47071200609207153, 0.7317814230918884]","[0.5141369700431824, 0.7190380692481995]","[0.5626543760299683, 0.5211090445518494]"
"[0.5651175379753113, 0.2682209014892578]","[0.4717074930667877, 0.28561025857925415]","[0.5334861278533936, 0.738070547580719]","[0.4698758125305176, 0.7298558950424194]","[0.5103965997695923, 0.7021280527114868]","[0.5637972354888916, 0.5185649991035461]"
"[0.5650494694709778, 0.2668006420135498]","[0.4716224670410156, 0.28511348366737366]","[0.5334245562553406, 0.732761025428772]","[0.4697454571723938, 0.7251151204109192]","[0.5066013932228088, 0.6800985932350159]","[0.5655481219291687, 0.5135606527328491]"
"[0.5649585127830505, 0.2657473385334015]","[0.47202351689338684, 0.28509747982025146]","[0.532850444316864, 0.7323225736618042]","[0.47006121277809143, 0.7250292301177979]","[0.5004726648330688, 0.6641257405281067]","[0.5678306818008423, 0.5124995708465576]"
"[0.5649105310440063, 0.2650143504142761]","[0.47261571884155273, 0.28502142429351807]","[0.5315077304840088, 0.7321743965148926]","[0.47006282210350037, 0.7251669764518738]","[0.4929090440273285, 0.6474881768226624]","[0.5687318444252014, 0.5121590495109558]"
"[0.5647649168968201, 0.26496151089668274]","[0.47356441617012024, 0.28501951694488525]","[0.5305812954902649, 0.7322814464569092]","[0.4709555506706238, 0.7257128953933716]","[0.4859388470649719, 0.621023952960968]","[0.570742666721344, 0.5122537016868591]"
"[0.5646747350692749, 0.2646334171295166]","[0.4744236171245575, 0.2848847210407257]","[0.5305207371711731, 0.7316150069236755]","[0.47243109345436096, 0.7257623076438904]","[0.48126205801963806, 0.6016587018966675]","[0.5719934701919556, 0.5124576091766357]"
"[0.5646815896034241, 0.2645421624183655]","[0.47461339831352234, 0.28571557998657227]","[0.5304743647575378, 0.7316322922706604]","[0.4725330173969269, 0.726220428943634]","[0.4766026735305786, 0.5817569494247437]","[0.5719544291496277, 0.5141026973724365]"
"[0.5647265315055847, 0.2645517587661743]","[0.4747888147830963, 0.28628984093666077]","[0.5301551818847656, 0.7318833470344543]","[0.47166645526885986, 0.7276598215103149]","[0.47518637776374817, 0.5638666152954102]","[0.5719495415687561, 0.516324520111084]"
"[0.5649531483650208, 0.2646854519844055]","[0.4764537215232849, 0.28771746158599854]","[0.5301647782325745, 0.7327250838279724]","[0.4713304936885834, 0.7310401797294617]","[0.47390955686569214, 0.5386694669723511]","[0.5719718933105469, 0.519096314907074]"
"[0.565060019493103, 0.2659071683883667]","[0.4780908524990082, 0.2893874943256378]","[0.5301657319068909, 0.7344099283218384]","[0.47133949398994446, 0.7326980829238892]","[0.47258612513542175, 0.5144765973091125]","[0.5719127655029297, 0.5246290564537048]"
"[0.5656713247299194, 0.26692572236061096]","[0.48003754019737244, 0.2905018627643585]","[0.5300275683403015, 0.7346100211143494]","[0.47142156958580017, 0.7326541543006897]","[0.4718008041381836, 0.48590007424354553]","[0.5723375082015991, 0.5294789671897888]"
"[0.5659477710723877, 0.2678449749946594]","[0.4828466773033142, 0.29049524664878845]","[0.5293728113174438, 0.7350994944572449]","[0.47158974409103394, 0.7325937151908875]","[0.4719952940940857, 0.466778039932251]","[0.5724015831947327, 0.5337646007537842]"
"[0.5662205219268799, 0.2688562273979187]","[0.4827255308628082, 0.2906007468700409]","[0.5291628241539001, 0.7358495593070984]","[0.47207674384117126, 0.73304682970047]","[0.4714536666870117, 0.441972017288208]","[0.5723896026611328, 0.5360309481620789]"
"[0.5664527416229248, 0.2692014276981354]","[0.48248931765556335, 0.2914204001426697]","[0.5291625261306763, 0.7384572625160217]","[0.4722858965396881, 0.7349430322647095]","[0.4720124900341034, 0.42080241441726685]","[0.5707308053970337, 0.5360836982727051]"
"[0.5668478012084961, 0.2696381211280823]","[0.48229894042015076, 0.2915675938129425]","[0.5291499495506287, 0.739684522151947]","[0.472647100687027, 0.7356047630310059]","[0.4728931486606598, 0.4086604416370392]","[0.5703037977218628, 0.5369548797607422]"
"[0.5672394633293152, 0.2703345715999603]","[0.477681428194046, 0.29139187932014465]","[0.5292711853981018, 0.739669144153595]","[0.47265753149986267, 0.735197126865387]","[0.47415781021118164, 0.39706951379776]","[0.5699183940887451, 0.5370165705680847]"
"[0.5674465298652649, 0.27060362696647644]","[0.4758424162864685, 0.2899673879146576]","[0.5293259024620056, 0.7391005754470825]","[0.47271502017974854, 0.7335663437843323]","[0.4766172170639038, 0.3914349377155304]","[0.5697768330574036, 0.5369115471839905]"
"[0.5676887631416321, 0.27069613337516785]","[0.47548702359199524, 0.28913670778274536]","[0.5293968319892883, 0.7389687895774841]","[0.4727279841899872, 0.7333660125732422]","[0.47849342226982117, 0.3762621581554413]","[0.5687590837478638, 0.5367048978805542]"
"[0.5676498413085938, 0.27071434259414673]","[0.47559452056884766, 0.2873002588748932]","[0.5291498899459839, 0.7389559149742126]","[0.4736593961715698, 0.7333050966262817]","[0.4806841015815735, 0.36789023876190186]","[0.5682705640792847, 0.5366432070732117]"
"[0.5672159790992737, 0.27081218361854553]","[0.47675439715385437, 0.2846488952636719]","[0.5274180769920349, 0.7391226887702942]","[0.4741893708705902, 0.733066201210022]","[0.48327454924583435, 0.3596382439136505]","[0.568177342414856, 0.5364480018615723]"
"[0.5667411088943481, 0.27092039585113525]","[0.47867709398269653, 0.27964353561401367]","[0.5260570049285889, 0.7391358017921448]","[0.47445160150527954, 0.7315111756324768]","[0.48774632811546326, 0.35303929448127747]","[0.5680882334709167, 0.5362802147865295]"
"[0.5658925175666809, 0.27096569538116455]","[0.48075607419013977, 0.2756432890892029]","[0.5244705080986023, 0.7386150360107422]","[0.4756525158882141, 0.7288752794265747]","[0.49135416746139526, 0.3499036133289337]","[0.5680481195449829, 0.5361354947090149]"
"[0.5646089315414429, 0.27079108357429504]","[0.4828431308269501, 0.27493754029273987]","[0.5228940844535828, 0.7385238409042358]","[0.47762954235076904, 0.7287603616714478]","[0.49491944909095764, 0.3457488715648651]","[0.5678122639656067, 0.5360473990440369]"
